unique_plot,station,plot,coupe,location,climate_recorded,logged,history,logging_method,logging_intensity,logging_year,latco,longco,census
187_3,187,3,c83,1983_5,no,yes,ActiveRestoration,Tractor,104.36,1983,544043,595454,1
188_1,188,1,c83,1983_5,no,yes,ActiveRestoration,Tractor,104.36,1983,544043,595454,1
188_2,188,2,c83,1983_5,no,yes,ActiveRestoration,Tractor,104.36,1983,544043,595454,1
188_3,188,3,c83,1983_5,no,yes,ActiveRestoration,Tractor,104.36,1983,544043,595454,1
189_1,189,1,c82,1982_4,no,yes,ActiveRestoration,High_Lead,138.59,1982,543154,595042,1
189_2,189,2,c82,1982_4,no,yes,ActiveRestoration,High_Lead,138.59,1982,543154,595042,1
189_3,189,3,c82,1982_4,no,yes,ActiveRestoration,High_Lead,138.59,1982,543154,595042,1
190_1,190,1,c82,1982_4,no,yes,ActiveRestoration,High_Lead,138.59,1982,543154,595042,1
190_2,190,2,c82,1982_4,no,yes,ActiveRestoration,High_Lead,138.59,1982,543154,595042,1
190_3,190,3,c82,1982_4,no,yes,ActiveRestoration,High_Lead,138.59,1982,543154,595042,1
191_1,191,1,c82,1982_4,no,yes,ActiveRestoration,High_Lead,138.59,1982,543154,595042,1
191_2,191,2,c82,1982_4,no,yes,ActiveRestoration,High_Lead,138.59,1982,543154,595042,1
191_3,191,3,c82,1982_4,no,yes,ActiveRestoration,High_Lead,138.59,1982,543154,595042,1
192_1,192,1,c82,1982_4,no,yes,ActiveRestoration,High_Lead,138.59,1982,543154,595042,1
192_2,192,2,c82,1982_4,no,yes,ActiveRestoration,High_Lead,138.59,1982,543154,595042,1
192_3,192,3,c82,1982_4,no,yes,ActiveRestoration,High_Lead,138.59,1982,543154,595042,1
193_1,193,1,c82,1982_5,yes,yes,ActiveRestoration,High_Lead,129.65,1982,544392,593850,1
193_2,193,2,c82,1982_5,yes,yes,ActiveRestoration,High_Lead,129.65,1982,544392,593850,1
193_3,193,3,c82,1982_5,yes,yes,ActiveRestoration,High_Lead,129.65,1982,544392,593850,1
194_1,194,1,c82,1982_5,yes,yes,ActiveRestoration,High_Lead,129.65,1982,544392,593850,1
194_2,194,2,c82,1982_5,yes,yes,ActiveRestoration,High_Lead,129.65,1982,544392,593850,1
194_3,194,3,c82,1982_5,yes,yes,ActiveRestoration,High_Lead,129.65,1982,544392,593850,1
195_1,195,1,c82,1982_5,yes,yes,ActiveRestoration,High_Lead,129.65,1982,544392,593850,1
195_2,195,2,c82,1982_5,yes,yes,ActiveRestoration,High_Lead,129.65,1982,544392,593850,1
195_3,195,3,c82,1982_5,yes,yes,ActiveRestoration,High_Lead,129.65,1982,544392,593850,1
196_1,196,1,c82,1982_5,yes,yes,ActiveRestoration,High_Lead,129.65,1982,544392,593850,1
196_2,196,2,c82,1982_5,yes,yes,ActiveRestoration,High_Lead,129.65,1982,544392,593850,1
196_3,196,3,c82,1982_5,yes,yes,ActiveRestoration,High_Lead,129.65,1982,544392,593850,1
197_1,197,1,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,1
197_2,197,2,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,1
197_3,197,3,c81,1981_2,no,yes,ActiveRestoration,Tractor,70.92,1981,548164,598369,1
198_1,198,1,c83,1981_3,yes,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,1
198_2,198,2,c83,1981_3,yes,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,1
198_3,198,3,c83,1981_3,yes,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,1
199_1,199,1,c83,1981_3,yes,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,1
199_2,199,2,c83,1981_3,yes,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,1
199_3,199,3,c83,1981_3,yes,yes,ActiveRestoration,Tractor,70.92,1981,548240,598544,1
200_1,200,1,c89,1989_1,no,yes,NaturalRegeneration,Tractor,88.5,1989,550343,590306,1
200_2,200,2,c89,1989_1,no,yes,NaturalRegeneration,Tractor,88.5,1989,550343,590306,1
200_3,200,3,c89,1989_1,no,yes,NaturalRegeneration,Tractor,88.5,1989,550343,590306,1
201_1,201,1,c89,1989_1,no,yes,NaturalRegeneration,Tractor,88.5,1989,550343,590306,1
201_2,201,2,c89,1989_1,no,yes,NaturalRegeneration,Tractor,88.5,1989,550343,590306,1
201_3,201,3,c89,1989_1,no,yes,NaturalRegeneration,Tractor,88.5,1989,550343,590306,1
202_1,202,1,c89,1989_1,no,yes,NaturalRegeneration,Tractor,88.5,1989,550343,590306,1
202_2,202,2,c89,1989_1,no,yes,NaturalRegeneration,Tractor,88.5,1989,550343,590306,1
202_3,202,3,c89,1989_1,no,yes,NaturalRegeneration,Tractor,88.5,1989,550343,590306,1
203_1,203,1,c89,1989_1,no,yes,NaturalRegeneration,Tractor,88.5,1989,550343,590306,1
203_2,203,2,c89,1989_1,no,yes,NaturalRegeneration,Tractor,88.5,1989,550343,590306,1
203_3,203,3,c89,1989_1,no,yes,NaturalRegeneration,Tractor,88.5,1989,550343,590306,1
204_1,204,1,c89,1989_2,no,yes,NaturalRegeneration,Tractor,58.45,1989,550722,591005,1
204_2,204,2,c89,1989_2,no,yes,NaturalRegeneration,Tractor,58.45,1989,550722,591005,1
204_3,204,3,c89,1989_2,no,yes,NaturalRegeneration,Tractor,58.45,1989,550722,591005,1
205_1,205,1,c89,1989_2,no,yes,NaturalRegeneration,Tractor,58.45,1989,550722,591005,1
205_2,205,2,c89,1989_2,no,yes,NaturalRegeneration,Tractor,58.45,1989,550722,591005,1
205_3,205,3,c89,1989_2,no,yes,NaturalRegeneration,Tractor,58.45,1989,550722,591005,1
206_1,206,1,c89,1989_2,no,yes,NaturalRegeneration,Tractor,58.45,1989,550722,591005,1
206_2,206,2,c89,1989_2,no,yes,NaturalRegeneration,Tractor,58.45,1989,550722,591005,1
206_3,206,3,c89,1989_2,no,yes,NaturalRegeneration,Tractor,58.45,1989,550722,591005,1
207_1,207,1,c89,1989_2,no,yes,NaturalRegeneration,Tractor,58.45,1989,550722,591005,1
207_2,207,2,c89,1989_2,no,yes,NaturalRegeneration,Tractor,58.45,1989,550722,591005,1
207_3,207,3,c89,1989_2,no,yes,NaturalRegeneration,Tractor,58.45,1989,550722,591005,1
1_1,1,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
1_2,1,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
1_3,1,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
2_1,2,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
2_2,2,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
2_3,2,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
3_1,3,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
3_2,3,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
3_3,3,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
4_1,4,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
4_2,4,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
4_3,4,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
5_1,5,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
5_2,5,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
5_3,5,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
6_1,6,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
6_2,6,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
6_3,6,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
7_1,7,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
7_2,7,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
7_3,7,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
8_1,8,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
8_2,8,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
8_3,8,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
9_1,9,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
9_2,9,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
9_3,9,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
10_1,10,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
10_2,10,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
10_3,10,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
11_1,11,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
11_2,11,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
11_3,11,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
12_1,12,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
12_2,12,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
12_3,12,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
13_1,13,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
13_2,13,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
13_3,13,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
14_1,14,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
14_2,14,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
14_3,14,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
15_1,15,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
15_2,15,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
15_3,15,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
16_1,16,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
16_2,16,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
16_3,16,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
17_1,17,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
17_2,17,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
17_3,17,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
18_1,18,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
18_2,18,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
18_3,18,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
19_1,19,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
19_2,19,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
19_3,19,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
20_1,20,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
20_2,20,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
20_3,20,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
21_1,21,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
21_2,21,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
21_3,21,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
22_1,22,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
22_2,22,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
22_3,22,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
23_1,23,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
23_2,23,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
23_3,23,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
24_1,24,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
24_2,24,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
24_3,24,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
25_1,25,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
25_2,25,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
25_3,25,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
26_1,26,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
26_2,26,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
26_3,26,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
27_1,27,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
27_2,27,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
27_3,27,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
28_1,28,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
28_2,28,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
28_3,28,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
29_1,29,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
29_2,29,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
29_3,29,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
30_1,30,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
30_2,30,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
30_3,30,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
31_1,31,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
31_2,31,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
31_3,31,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
32_1,32,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
32_2,32,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
32_3,32,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
33_1,33,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
33_2,33,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
33_3,33,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
34_1,34,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
34_2,34,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
34_3,34,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
35_1,35,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
35_2,35,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
35_3,35,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
36_1,36,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
36_2,36,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
36_3,36,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
37_1,37,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
37_2,37,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
37_3,37,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
38_1,38,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
38_2,38,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
38_3,38,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
39_1,39,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
39_2,39,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
39_3,39,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
40_1,40,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
40_2,40,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
40_3,40,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
41_1,41,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
41_2,41,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
41_3,41,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
42_1,42,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
42_2,42,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
42_3,42,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
43_1,43,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
43_2,43,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
43_3,43,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
44_1,44,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
44_2,44,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
44_3,44,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
45_1,45,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
45_2,45,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
45_3,45,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
46_1,46,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
46_2,46,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
46_3,46,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
47_1,47,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
47_2,47,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
47_3,47,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
48_1,48,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
48_2,48,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
48_3,48,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
49_1,49,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
49_2,49,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
49_3,49,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
50_1,50,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
50_2,50,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
50_3,50,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
51_1,51,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
51_2,51,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
51_3,51,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
52_1,52,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
52_2,52,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
52_3,52,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
53_1,53,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
53_2,53,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
53_3,53,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
54_1,54,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
54_2,54,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
54_3,54,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
55_1,55,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
55_2,55,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
55_3,55,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
56_1,56,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
56_2,56,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
56_3,56,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
57_1,57,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
57_2,57,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
57_3,57,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
58_1,58,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
58_2,58,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
58_3,58,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
59_1,59,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
59_2,59,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
59_3,59,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
60_1,60,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
60_2,60,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
60_3,60,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
61_1,61,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
61_2,61,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
61_3,61,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
62_1,62,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
62_2,62,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
62_3,62,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
63_1,63,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
63_2,63,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
63_3,63,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
64_1,64,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
64_2,64,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
64_3,64,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
65_1,65,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
65_2,65,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
65_3,65,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
66_1,66,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
66_2,66,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
66_3,66,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
67_1,67,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
67_2,67,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
67_3,67,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
68_1,68,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
68_2,68,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
68_3,68,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
69_1,69,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
69_2,69,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
69_3,69,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
70_1,70,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
70_2,70,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
70_3,70,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
71_1,71,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
71_2,71,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
71_3,71,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
72_1,72,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
72_2,72,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
72_3,72,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
73_1,73,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
73_2,73,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
73_3,73,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
74_1,74,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
74_2,74,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
74_3,74,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
75_1,75,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
75_2,75,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
75_3,75,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
76_1,76,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
76_2,76,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
76_3,76,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
77_1,77,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
77_2,77,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
77_3,77,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
78_1,78,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
78_2,78,2,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
78_3,78,3,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
79_1,79,1,50ha,50ha,no,no,Unlogged,Unlogged,NA,NA,NA,NA,2
